thumbnailId,videoId_x,activity,type,bodypart,plan_id,day_id,day_name,videourl,videoId_y,planId,dayName,thumbnailFound,thumbnailUploaded,thumbnailUrl
946688554,2023_id0626.mp4,Squat walk - EB,strength,Cuádriceps ,4577972,single_day,Plan unique,https://sagafit.blob.core.windows.net/sagafitvideos/4577972/Plan unique/2023_id0626.mp4,2023_id0626.mp4,4577972,Plan unique,1.0,1.0,https://sagafit.blob.core.windows.net/sagathumbnails/4577972/Plan%20unique/images/946688554.png?sv=2020-08-04&sr=b&sp=r&st=2025-03-26T23%3A13%3A06Z&se=2035-03-26T22%3A13%3A06Z&spr=https&sig=oD2S92+dV2JDnsJuTBI7TjBQCNAJePbomHWDd9hqcec=
946688553,2023_id2096.mp4,Band face pulls - EB,strength,"Hombros parte trasera, Zona cervical, Bíceps",4577972,single_day,Plan unique,https://sagafit.blob.core.windows.net/sagafitvideos/4577972/Plan unique/2023_id2096.mp4,2023_id2096.mp4,4577972,Plan unique,1.0,1.0,https://sagafit.blob.core.windows.net/sagathumbnails/4577972/Plan%20unique/images/946688553.png?sv=2020-08-04&sr=b&sp=r&st=2025-03-26T23%3A13%3A06Z&se=2035-03-26T22%3A13%3A06Z&spr=https&sig=F4J+sG4XTuhmA7mNtFTnvi93PQ2jnBqRGh9WTnvU8QI=
946688552,2023_rekker001.mp4,Remo - Cinta elástica,strength,"Zona cervical, Bíceps, Dorsales, Hombros parte trasera",4577972,single_day,Plan unique,https://sagafit.blob.core.windows.net/sagafitvideos/4577972/Plan unique/2023_rekker001.mp4,2023_rekker001.mp4,4577972,Plan unique,1.0,1.0,https://sagafit.blob.core.windows.net/sagathumbnails/4577972/Plan%20unique/images/946688552.png?sv=2020-08-04&sr=b&sp=r&st=2025-03-26T23%3A13%3A06Z&se=2035-03-26T22%3A13%3A06Z&spr=https&sig=u+BZULMpAT70Xs+SHwxy2WFLENgLJAynBT+etIcRPEM=
946688551,2023_id0917.mp4,"High front raise squat position, left - Pulley",strength,"Hombros parte trasera, Cuádriceps, Todos los abdominales, Zona cervical",4577972,single_day,Plan unique,https://sagafit.blob.core.windows.net/sagafitvideos/4577972/Plan unique/2023_id0917.mp4,2023_id0917.mp4,4577972,Plan unique,1.0,1.0,https://sagafit.blob.core.windows.net/sagathumbnails/4577972/Plan%20unique/images/946688551.png?sv=2020-08-04&sr=b&sp=r&st=2025-03-26T23%3A13%3A06Z&se=2035-03-26T22%3A13%3A06Z&spr=https&sig=3eTPW06QIPGoOfarMm0q3zPUfSGJ6CP3Ey/nTS0VSFM=
946688550,2023_rekker007.mp4,Sentadilla- Cinta elástica,strength,"Cuádriceps, Glúteos",4577972,single_day,Plan unique,https://sagafit.blob.core.windows.net/sagafitvideos/4577972/Plan unique/2023_rekker007.mp4,2023_rekker007.mp4,4577972,Plan unique,1.0,1.0,https://sagafit.blob.core.windows.net/sagathumbnails/4577972/Plan%20unique/images/946688550.png?sv=2020-08-04&sr=b&sp=r&st=2025-03-26T23%3A13%3A06Z&se=2035-03-26T22%3A13%3A06Z&spr=https&sig=riV0nKrvqtVPe4OaK1PjT2KOIGK3DUfZeQzI0hn5O4I=
946688549,2023_id0013.mp4,Peso muerto posterior - Banda de resistencia,strength,"Glúteos, Zona lumbar, Todos los abdominales",4577972,single_day,Plan unique,https://sagafit.blob.core.windows.net/sagafitvideos/4577972/Plan unique/2023_id0013.mp4,2023_id0013.mp4,4577972,Plan unique,1.0,1.0,https://sagafit.blob.core.windows.net/sagathumbnails/4577972/Plan%20unique/images/946688549.png?sv=2020-08-04&sr=b&sp=r&st=2025-03-26T23%3A13%3A07Z&se=2035-03-26T22%3A13%3A07Z&spr=https&sig=PTwk43TiuT5E02GGdCrmzSv7SbxmIV992jy8NucKlok=
946850643,2023_impact063.mp4,Sentadilla sobre cabeza - Cinta elástica,strength,"Cuádriceps, Glúteos ",4589886,single_day,Plan unique,https://sagafit.blob.core.windows.net/sagafitvideos/4589886/Plan unique/2023_impact063.mp4,2023_impact063.mp4,4589886,Plan unique,1.0,1.0,https://sagafit.blob.core.windows.net/sagathumbnails/4589886/Plan%20unique/images/946850643.png?sv=2020-08-04&sr=b&sp=r&st=2025-03-26T23%3A13%3A07Z&se=2035-03-26T22%3A13%3A07Z&spr=https&sig=3IHI1TQEggdb5AIptDVSIowvSnsxKEep48tilQqUCX4=
946850642,2023_bodyb027.mp4,Press hombro sentado - Bodybow y Cinta Elástica,strength,", Hombros",4589886,single_day,Plan unique,https://sagafit.blob.core.windows.net/sagafitvideos/4589886/Plan unique/2023_bodyb027.mp4,2023_bodyb027.mp4,4589886,Plan unique,1.0,1.0,https://sagafit.blob.core.windows.net/sagathumbnails/4589886/Plan%20unique/images/946850642.png?sv=2020-08-04&sr=b&sp=r&st=2025-03-26T23%3A13%3A07Z&se=2035-03-26T22%3A13%3A07Z&spr=https&sig=yjUlQEpfZ+9IDw4ut3VX98MVZwC+iB50td00h6dFz1U=
946850641,2023_id1225.mp4,Board to mountain - EB,strength,"Abdominales - Abdominales rectos, Cuerpo completo",4589886,single_day,Plan unique,https://sagafit.blob.core.windows.net/sagafitvideos/4589886/Plan unique/2023_id1225.mp4,2023_id1225.mp4,4589886,Plan unique,1.0,1.0,https://sagafit.blob.core.windows.net/sagathumbnails/4589886/Plan%20unique/images/946850641.png?sv=2020-08-04&sr=b&sp=r&st=2025-03-26T23%3A13%3A07Z&se=2035-03-26T22%3A13%3A07Z&spr=https&sig=AbLhfcPfU/QNfMaHUiFEshssuxL4QuiSHOZwSS+Xfww=
946850640,2023_id1303.mp4,X-walk - EB,strength,"Glúteos, Cuádriceps",4589886,single_day,Plan unique,https://sagafit.blob.core.windows.net/sagafitvideos/4589886/Plan unique/2023_id1303.mp4,2023_id1303.mp4,4589886,Plan unique,1.0,1.0,https://sagafit.blob.core.windows.net/sagathumbnails/4589886/Plan%20unique/images/946850640.png?sv=2020-08-04&sr=b&sp=r&st=2025-03-26T23%3A13%3A07Z&se=2035-03-26T22%3A13%3A07Z&spr=https&sig=NzBAy3C+jgOFh66VBrZjCIW3bauzHmZlg8km/VfvnII=
946850639,2023_id0621.mp4,Row wide - EB,strength,"Zona cervical, Bíceps",4589886,single_day,Plan unique,https://sagafit.blob.core.windows.net/sagafitvideos/4589886/Plan unique/2023_id0621.mp4,2023_id0621.mp4,4589886,Plan unique,1.0,1.0,https://sagafit.blob.core.windows.net/sagathumbnails/4589886/Plan%20unique/images/946850639.png?sv=2020-08-04&sr=b&sp=r&st=2025-03-26T23%3A13%3A08Z&se=2035-03-26T22%3A13%3A08Z&spr=https&sig=uM56ZCvMFzpexvwRlDTvMilMr8SMUt5Wd4ETQpZ94Tw=
946850638,2023_rekker005.mp4,Press de pectoral - Cinta elástica,strength,"Pecho, Tríceps",4589886,single_day,Plan unique,https://sagafit.blob.core.windows.net/sagafitvideos/4589886/Plan unique/2023_rekker005.mp4,2023_rekker005.mp4,4589886,Plan unique,1.0,1.0,https://sagafit.blob.core.windows.net/sagathumbnails/4589886/Plan%20unique/images/946850638.png?sv=2020-08-04&sr=b&sp=r&st=2025-03-26T23%3A13%3A08Z&se=2035-03-26T22%3A13%3A08Z&spr=https&sig=a1e6DgGxdVFgHqYh83Vj8A8A+gQmz40523/wRu89uvU=
946850637,2023_id2097.mp4,Hip press kneeling - EB,strength,"Glúteos, Corvas",4589886,single_day,Plan unique,https://sagafit.blob.core.windows.net/sagafitvideos/4589886/Plan unique/2023_id2097.mp4,2023_id2097.mp4,4589886,Plan unique,1.0,1.0,https://sagafit.blob.core.windows.net/sagathumbnails/4589886/Plan%20unique/images/946850637.png?sv=2020-08-04&sr=b&sp=r&st=2025-03-26T23%3A13%3A08Z&se=2035-03-26T22%3A13%3A08Z&spr=https&sig=7ymSZhXTDv6WPlREPMkmTDRAzkg0FcZOyGcZWFwOnW8=
946850636,2023_rekker004.mp4,Curl de bíceps - Cinta elástica,strength,Bíceps ,4589886,single_day,Plan unique,https://sagafit.blob.core.windows.net/sagafitvideos/4589886/Plan unique/2023_rekker004.mp4,2023_rekker004.mp4,4589886,Plan unique,1.0,1.0,https://sagafit.blob.core.windows.net/sagathumbnails/4589886/Plan%20unique/images/946850636.png?sv=2020-08-04&sr=b&sp=r&st=2025-03-26T23%3A13%3A08Z&se=2035-03-26T22%3A13%3A08Z&spr=https&sig=pwLvhV5TYPge8zTgltURzqXpY1qHDl9Ot8eBjkPiNgQ=
946850635,2023_rekker002.mp4,Extension de codo - Cinta elástica,strength,Tríceps ,4589886,single_day,Plan unique,https://sagafit.blob.core.windows.net/sagafitvideos/4589886/Plan unique/2023_rekker002.mp4,2023_rekker002.mp4,4589886,Plan unique,1.0,1.0,https://sagafit.blob.core.windows.net/sagathumbnails/4589886/Plan%20unique/images/946850635.png?sv=2020-08-04&sr=b&sp=r&st=2025-03-26T23%3A13%3A08Z&se=2035-03-26T22%3A13%3A08Z&spr=https&sig=lDi/14gT4YJ926dwUHhw+3yCpRmTCrPUj1I69acBJqo=
946850634,2023_oa095.mp4,Elevaciones laterales con elastico - Cinta elástica,strength,Hombros ,4589886,single_day,Plan unique,https://sagafit.blob.core.windows.net/sagafitvideos/4589886/Plan unique/2023_oa095.mp4,2023_oa095.mp4,4589886,Plan unique,1.0,1.0,https://sagafit.blob.core.windows.net/sagathumbnails/4589886/Plan%20unique/images/946850634.png?sv=2020-08-04&sr=b&sp=r&st=2025-03-26T23%3A13%3A08Z&se=2035-03-26T22%3A13%3A08Z&spr=https&sig=VeG++o83ixNnF2cfrt32jqIFehfp3eg3tfQS65cH//E=
946850633,2023_cw002.mp4,Descanso,cardio,Cuerpo completo ,4589886,single_day,Plan unique,https://sagafit.blob.core.windows.net/sagafitvideos/4589886/Plan unique/2023_cw002.mp4,2023_cw002.mp4,4589886,Plan unique,1.0,1.0,https://sagafit.blob.core.windows.net/sagathumbnails/4589886/Plan%20unique/images/946850633.png?sv=2020-08-04&sr=b&sp=r&st=2025-03-26T23%3A13%3A09Z&se=2035-03-26T22%3A13%3A09Z&spr=https&sig=l3+CyUGlaDDosbDOM4im1OwR3FvknYiKAiZm5Vszc1Q=
946855268,2023_impact065.mp4,Zancada caminando sobre cabeza - Cinta elastica,strength,"Cuádriceps, Glúteos ",4589904,single_day,Plan unique,https://sagafit.blob.core.windows.net/sagafitvideos/4589904/Plan unique/2023_impact065.mp4,2023_impact065.mp4,4589904,Plan unique,1.0,1.0,https://sagafit.blob.core.windows.net/sagathumbnails/4589904/Plan%20unique/images/946855268.png?sv=2020-08-04&sr=b&sp=r&st=2025-03-26T23%3A13%3A09Z&se=2035-03-26T22%3A13%3A09Z&spr=https&sig=jaGI225g4hy3Scli7s3SNGl0+hLFMBViZG/Od6UF0dQ=
946855267,2023_id0913.mp4,"Neck press, standing - EB",strength,"Hombros, Zona cervical, Pecho superior",4589904,single_day,Plan unique,https://sagafit.blob.core.windows.net/sagafitvideos/4589904/Plan unique/2023_id0913.mp4,2023_id0913.mp4,4589904,Plan unique,1.0,1.0,https://sagafit.blob.core.windows.net/sagathumbnails/4589904/Plan%20unique/images/946855267.png?sv=2020-08-04&sr=b&sp=r&st=2025-03-26T23%3A13%3A09Z&se=2035-03-26T22%3A13%3A09Z&spr=https&sig=muFJTSMhz67i4cg5x7wKY8LNpGksqIQu0jefeLl5FGk=
946855266,2023_id1227.mp4,Hand walk wall - EB,strength,"Zona cervical, Hombros parte trasera ",4589904,single_day,Plan unique,https://sagafit.blob.core.windows.net/sagafitvideos/4589904/Plan unique/2023_id1227.mp4,2023_id1227.mp4,4589904,Plan unique,1.0,1.0,https://sagafit.blob.core.windows.net/sagathumbnails/4589904/Plan%20unique/images/946855266.png?sv=2020-08-04&sr=b&sp=r&st=2025-03-26T23%3A13%3A09Z&se=2035-03-26T22%3A13%3A09Z&spr=https&sig=459XN38zlWK4GuwHqnzLYCQg6rrmMM9Vc9UHAmDGV2w=
946855265,2023_id2100.mp4,Front squats - EB,strength,"Cuádriceps, Glúteos, Zona lumbar, Piernas, Todos los abdominales",4589904,single_day,Plan unique,https://sagafit.blob.core.windows.net/sagafitvideos/4589904/Plan unique/2023_id2100.mp4,2023_id2100.mp4,4589904,Plan unique,1.0,1.0,https://sagafit.blob.core.windows.net/sagathumbnails/4589904/Plan%20unique/images/946855265.png?sv=2020-08-04&sr=b&sp=r&st=2025-03-26T23%3A13%3A09Z&se=2035-03-26T22%3A13%3A09Z&spr=https&sig=Q2bBsU8kS/zCJH9K3Iaaj/4wKxK9Qticw0+JTz1V0dI=
946855264,2023_id2151.mp4,Reverse fly palms up - EB,strength,"Zona cervical, Hombros parte trasera",4589904,single_day,Plan unique,https://sagafit.blob.core.windows.net/sagafitvideos/4589904/Plan unique/2023_id2151.mp4,2023_id2151.mp4,4589904,Plan unique,1.0,1.0,https://sagafit.blob.core.windows.net/sagathumbnails/4589904/Plan%20unique/images/946855264.png?sv=2020-08-04&sr=b&sp=r&st=2025-03-26T23%3A13%3A10Z&se=2035-03-26T22%3A13%3A10Z&spr=https&sig=WYfGlXomO8HDbGTYojxU61SPHhd7RXoyPVYejBV8pl0=
946855263,2023_impact028.mp4,Sentadilla Bruger - Cinta elástica,strength,"Cuádriceps, Glúteos, Hombros parte trasera, Todos los abdominales, Zona lumbar",4589904,single_day,Plan unique,https://sagafit.blob.core.windows.net/sagafitvideos/4589904/Plan unique/2023_impact028.mp4,2023_impact028.mp4,4589904,Plan unique,1.0,1.0,https://sagafit.blob.core.windows.net/sagathumbnails/4589904/Plan%20unique/images/946855263.png?sv=2020-08-04&sr=b&sp=r&st=2025-03-26T23%3A13%3A10Z&se=2035-03-26T22%3A13%3A10Z&spr=https&sig=x61DsP1imWDh0wDgP0zBryjqRG+JtfQOOT/ga+ofr+s=
946855262,2023_rekker004.mp4,Curl de bíceps - Cinta elástica,strength,Bíceps ,4589904,single_day,Plan unique,https://sagafit.blob.core.windows.net/sagafitvideos/4589904/Plan unique/2023_rekker004.mp4,2023_rekker004.mp4,4589904,Plan unique,1.0,1.0,https://sagafit.blob.core.windows.net/sagathumbnails/4589904/Plan%20unique/images/946855262.png?sv=2020-08-04&sr=b&sp=r&st=2025-03-26T23%3A13%3A10Z&se=2035-03-26T22%3A13%3A10Z&spr=https&sig=RTlaFL3l06OOOUoHXH2Jrwcs3YI01GYE9xy4gUya18k=
946855261,2023_rekker002.mp4,Extension de codo - Cinta elástica,strength,Tríceps ,4589904,single_day,Plan unique,https://sagafit.blob.core.windows.net/sagafitvideos/4589904/Plan unique/2023_rekker002.mp4,2023_rekker002.mp4,4589904,Plan unique,1.0,1.0,https://sagafit.blob.core.windows.net/sagathumbnails/4589904/Plan%20unique/images/946855261.png?sv=2020-08-04&sr=b&sp=r&st=2025-03-26T23%3A13%3A10Z&se=2035-03-26T22%3A13%3A10Z&spr=https&sig=4CTyNH258tGcKdzCbT7GeJmZ15Xa+4bxlor02Cc+9rU=
946855260,2023_id0013.mp4,Peso muerto posterior - Banda de resistencia,strength,"Glúteos, Zona lumbar, Todos los abdominales",4589904,single_day,Plan unique,https://sagafit.blob.core.windows.net/sagafitvideos/4589904/Plan unique/2023_id0013.mp4,2023_id0013.mp4,4589904,Plan unique,1.0,1.0,https://sagafit.blob.core.windows.net/sagathumbnails/4589904/Plan%20unique/images/946855260.png?sv=2020-08-04&sr=b&sp=r&st=2025-03-26T23%3A13%3A10Z&se=2035-03-26T22%3A13%3A10Z&spr=https&sig=iKkYoPYZ+bfzRMxHq5Ya+ZDtCuMFzxsvSPXjLOKxz5w=
946855259,2023_oa096.mp4,Encogimientos con elasticos - Cinta elástica,strength,"Hombros, Cuello",4589904,single_day,Plan unique,https://sagafit.blob.core.windows.net/sagafitvideos/4589904/Plan unique/2023_oa096.mp4,2023_oa096.mp4,4589904,Plan unique,1.0,1.0,https://sagafit.blob.core.windows.net/sagathumbnails/4589904/Plan%20unique/images/946855259.png?sv=2020-08-04&sr=b&sp=r&st=2025-03-26T23%3A13%3A11Z&se=2035-03-26T22%3A13%3A11Z&spr=https&sig=THPZ9DjFEJtARbLlD43Oit/WREb+zkXM+8/lotygmDM=
946855258,2023_cw002.mp4,Descanso,cardio,Cuerpo completo ,4589904,single_day,Plan unique,https://sagafit.blob.core.windows.net/sagafitvideos/4589904/Plan unique/2023_cw002.mp4,2023_cw002.mp4,4589904,Plan unique,1.0,1.0,https://sagafit.blob.core.windows.net/sagathumbnails/4589904/Plan%20unique/images/946855258.png?sv=2020-08-04&sr=b&sp=r&st=2025-03-26T23%3A13%3A11Z&se=2035-03-26T22%3A13%3A11Z&spr=https&sig=QyekEv6vKA6VXtLMLAJg6Y+jKjGZJkZqep4WD3nMaeY=
946860608,2023_id0626.mp4,Squat walk - EB,strength,Cuádriceps ,4589933,single_day,Plan unique,https://sagafit.blob.core.windows.net/sagafitvideos/4589933/Plan unique/2023_id0626.mp4,2023_id0626.mp4,4589933,Plan unique,1.0,1.0,https://sagafit.blob.core.windows.net/sagathumbnails/4589933/Plan%20unique/images/946860608.png?sv=2020-08-04&sr=b&sp=r&st=2025-03-26T23%3A13%3A11Z&se=2035-03-26T22%3A13%3A11Z&spr=https&sig=H7yKFFmWTUACdFkYi4TiBYhJCfPchOFcyv2cMTGDfH8=
946860607,2023_id2096.mp4,Band face pulls - EB,strength,"Hombros parte trasera, Zona cervical, Bíceps",4589933,single_day,Plan unique,https://sagafit.blob.core.windows.net/sagafitvideos/4589933/Plan unique/2023_id2096.mp4,2023_id2096.mp4,4589933,Plan unique,1.0,1.0,https://sagafit.blob.core.windows.net/sagathumbnails/4589933/Plan%20unique/images/946860607.png?sv=2020-08-04&sr=b&sp=r&st=2025-03-26T23%3A13%3A11Z&se=2035-03-26T22%3A13%3A11Z&spr=https&sig=VKUUBiDK4K36LZBQteP5EPcrHBqZfhbIoi9jmqu8twM=
946860606,2023_rekker001.mp4,Remo - Cinta elástica,strength,"Zona cervical, Bíceps, Dorsales, Hombros parte trasera",4589933,single_day,Plan unique,https://sagafit.blob.core.windows.net/sagafitvideos/4589933/Plan unique/2023_rekker001.mp4,2023_rekker001.mp4,4589933,Plan unique,1.0,1.0,https://sagafit.blob.core.windows.net/sagathumbnails/4589933/Plan%20unique/images/946860606.png?sv=2020-08-04&sr=b&sp=r&st=2025-03-26T23%3A13%3A11Z&se=2035-03-26T22%3A13%3A11Z&spr=https&sig=TOeWKXJlo+7r43BO3Sa5sd7/8JmeWlNFgZQjqzsSzDw=
946860605,2023_rekker007.mp4,Sentadilla- Cinta elástica,strength,"Cuádriceps, Glúteos",4589933,single_day,Plan unique,https://sagafit.blob.core.windows.net/sagafitvideos/4589933/Plan unique/2023_rekker007.mp4,2023_rekker007.mp4,4589933,Plan unique,1.0,1.0,https://sagafit.blob.core.windows.net/sagathumbnails/4589933/Plan%20unique/images/946860605.png?sv=2020-08-04&sr=b&sp=r&st=2025-03-26T23%3A13%3A12Z&se=2035-03-26T22%3A13%3A12Z&spr=https&sig=HcLCKCE9oLF1BI3nUM8m0z6UVRKObpg61DGNsoDr06Q=
946860604,2023_oa067.mp4,Planchas con elastico - Cinta elástica,strength,"Pecho, Tríceps",4589933,single_day,Plan unique,https://sagafit.blob.core.windows.net/sagafitvideos/4589933/Plan unique/2023_oa067.mp4,2023_oa067.mp4,4589933,Plan unique,1.0,1.0,https://sagafit.blob.core.windows.net/sagathumbnails/4589933/Plan%20unique/images/946860604.png?sv=2020-08-04&sr=b&sp=r&st=2025-03-26T23%3A13%3A12Z&se=2035-03-26T22%3A13%3A12Z&spr=https&sig=MwLxkxJibTLbeqh3qLPhX6UGVwO/QBQeDwkwTQd5xHE=
946860603,2023_rekker006m.mp4,Zancada y salto,strength,"Cuádriceps, Glúteos, Espalda",4589933,single_day,Plan unique,https://sagafit.blob.core.windows.net/sagafitvideos/4589933/Plan unique/2023_rekker006m.mp4,2023_rekker006m.mp4,4589933,Plan unique,1.0,1.0,https://sagafit.blob.core.windows.net/sagathumbnails/4589933/Plan%20unique/images/946860603.png?sv=2020-08-04&sr=b&sp=r&st=2025-03-26T23%3A13%3A12Z&se=2035-03-26T22%3A13%3A12Z&spr=https&sig=eTHJ8o6rBv7NT6Uy78t3ywDw71jXCGJ0MLaV4nSvqO0=
946860602,2023_rekker006.mp4,Zancada y salto,strength,"Cuádriceps, Glúteos, Espalda",4589933,single_day,Plan unique,https://sagafit.blob.core.windows.net/sagafitvideos/4589933/Plan unique/2023_rekker006.mp4,2023_rekker006.mp4,4589933,Plan unique,1.0,1.0,https://sagafit.blob.core.windows.net/sagathumbnails/4589933/Plan%20unique/images/946860602.png?sv=2020-08-04&sr=b&sp=r&st=2025-03-26T23%3A13%3A12Z&se=2035-03-26T22%3A13%3A12Z&spr=https&sig=JK64BQPogS5mZcYgctWRBF6VlHlRhddr48DOaqHMW/k=
946860601,2023_oa036.mp4,Remo en trx unilateral alternando - Cinta elástica,strength,"Zona cervical, Bíceps, Hombros parte trasera, Dorsales",4589933,single_day,Plan unique,https://sagafit.blob.core.windows.net/sagafitvideos/4589933/Plan unique/2023_oa036.mp4,2023_oa036.mp4,4589933,Plan unique,1.0,1.0,https://sagafit.blob.core.windows.net/sagathumbnails/4589933/Plan%20unique/images/946860601.png?sv=2020-08-04&sr=b&sp=r&st=2025-03-26T23%3A13%3A12Z&se=2035-03-26T22%3A13%3A12Z&spr=https&sig=gS1093lWAWUx2SdjTjEHAjr+aVd8ux2xWSX5Bgd8YWk=
946860600,2023_id1650.mp4,"Neck press to side eccentric, right - EB",strength,"Bíceps, Hombros parte delantera, Tríceps",4589933,single_day,Plan unique,https://sagafit.blob.core.windows.net/sagafitvideos/4589933/Plan unique/2023_id1650.mp4,2023_id1650.mp4,4589933,Plan unique,1.0,1.0,https://sagafit.blob.core.windows.net/sagathumbnails/4589933/Plan%20unique/images/946860600.png?sv=2020-08-04&sr=b&sp=r&st=2025-03-26T23%3A13%3A12Z&se=2035-03-26T22%3A13%3A12Z&spr=https&sig=SJNMgN+J9lB8jWATuwkgXzUxPXdeEi5UPs5SnK3cHcs=
946860599,2023_id1650m.mp4,"Neck press to side eccentric, left - EB",strength,"Bíceps, Hombros parte delantera, Tríceps",4589933,single_day,Plan unique,https://sagafit.blob.core.windows.net/sagafitvideos/4589933/Plan unique/2023_id1650m.mp4,2023_id1650m.mp4,4589933,Plan unique,1.0,1.0,https://sagafit.blob.core.windows.net/sagathumbnails/4589933/Plan%20unique/images/946860599.png?sv=2020-08-04&sr=b&sp=r&st=2025-03-26T23%3A13%3A13Z&se=2035-03-26T22%3A13%3A13Z&spr=https&sig=8o/8/exyk6pz9l86xV7T5XF4F5kCH9+6R4OXEeUmvwE=
946860598,2023_cw002.mp4,Descanso,cardio,Cuerpo completo ,4589933,single_day,Plan unique,https://sagafit.blob.core.windows.net/sagafitvideos/4589933/Plan unique/2023_cw002.mp4,2023_cw002.mp4,4589933,Plan unique,1.0,1.0,https://sagafit.blob.core.windows.net/sagathumbnails/4589933/Plan%20unique/images/946860598.png?sv=2020-08-04&sr=b&sp=r&st=2025-03-26T23%3A13%3A13Z&se=2035-03-26T22%3A13%3A13Z&spr=https&sig=FThVz906HAqwdw/rLlEnOOJd0GqvBeUYn+1KZYIw3UI=
947117757,2023_id2359.mp4,Air squat kick forward,strength,"Cuádriceps, Glúteos, Corvas, Zona lumbar",4577914,single_day,Plan unique,https://sagafit.blob.core.windows.net/sagafitvideos/4577914/Plan unique/2023_id2359.mp4,2023_id2359.mp4,4577914,Plan unique,1.0,1.0,https://sagafit.blob.core.windows.net/sagathumbnails/4577914/Plan%20unique/images/947117757.png?sv=2020-08-04&sr=b&sp=r&st=2025-03-26T23%3A13%3A13Z&se=2035-03-26T22%3A13%3A13Z&spr=https&sig=SZUBxZcP3wM7kB0xejRzzEAcEc2pN+lNSQC8QUh+gGM=
947117756,2023_uz001.mp4,Burpee,strength,"Abdominales - Abdominales rectos, Cuádriceps, Glúteos, Corvas, Zona lumbar",4577914,single_day,Plan unique,https://sagafit.blob.core.windows.net/sagafitvideos/4577914/Plan unique/2023_uz001.mp4,2023_uz001.mp4,4577914,Plan unique,1.0,1.0,https://sagafit.blob.core.windows.net/sagathumbnails/4577914/Plan%20unique/images/947117756.png?sv=2020-08-04&sr=b&sp=r&st=2025-03-26T23%3A13%3A13Z&se=2035-03-26T22%3A13%3A13Z&spr=https&sig=JjGDPDYfiMbUmVfiLw29WETaBRKzyVLTktXaHnn6yF0=
947117755,2023_id0006.mp4,Sentadillas con salto,strength,"Cuádriceps, Glúteos, Corvas, Zona lumbar",4577914,single_day,Plan unique,https://sagafit.blob.core.windows.net/sagafitvideos/4577914/Plan unique/2023_id0006.mp4,2023_id0006.mp4,4577914,Plan unique,1.0,1.0,https://sagafit.blob.core.windows.net/sagathumbnails/4577914/Plan%20unique/images/947117755.png?sv=2020-08-04&sr=b&sp=r&st=2025-03-26T23%3A13%3A14Z&se=2035-03-26T22%3A13%3A14Z&spr=https&sig=Eu8Mx5JYGQXucr94weXKXbRBr96GWL593PWoxL3qP5c=
947117754,2023_cw003.mp4,Saltos de tijera,strength,Sistema cardiovascular ,4577914,single_day,Plan unique,https://sagafit.blob.core.windows.net/sagafitvideos/4577914/Plan unique/2023_cw003.mp4,2023_cw003.mp4,4577914,Plan unique,1.0,1.0,https://sagafit.blob.core.windows.net/sagathumbnails/4577914/Plan%20unique/images/947117754.png?sv=2020-08-04&sr=b&sp=r&st=2025-03-26T23%3A13%3A14Z&se=2035-03-26T22%3A13%3A14Z&spr=https&sig=lel8gnbv8O3XCUdGWnAn3hq4R/s227DFQorrB5WFJRE=
947117752,2023_oa001.mp4,Planchas,strength,"Pecho, Tríceps",4577914,single_day,Plan unique,https://sagafit.blob.core.windows.net/sagafitvideos/4577914/Plan unique/2023_oa001.mp4,2023_oa001.mp4,4577914,Plan unique,1.0,1.0,https://sagafit.blob.core.windows.net/sagathumbnails/4577914/Plan%20unique/images/947117752.png?sv=2020-08-04&sr=b&sp=r&st=2025-03-26T23%3A13%3A14Z&se=2035-03-26T22%3A13%3A14Z&spr=https&sig=wP27ORHwD69rQoma1CBcf8UacCaACYbNxp6ldldnb+0=
947117751,2023_id0020.mp4,Pies rapidos,cardio,"Sistema cardiovascular, Piernas ",4577914,single_day,Plan unique,https://sagafit.blob.core.windows.net/sagafitvideos/4577914/Plan unique/2023_id0020.mp4,2023_id0020.mp4,4577914,Plan unique,1.0,1.0,https://sagafit.blob.core.windows.net/sagathumbnails/4577914/Plan%20unique/images/947117751.png?sv=2020-08-04&sr=b&sp=r&st=2025-03-26T23%3A13%3A14Z&se=2035-03-26T22%3A13%3A14Z&spr=https&sig=mE628s+DkJRQhDy2KOCQtLhvP8r5jl8YSluH74Zg5gc=
947117333,2023_id0237.mp4,"Trippling high knees, interval",strength,Cuádriceps ,4577921,single_day,Plan unique,https://sagafit.blob.core.windows.net/sagafitvideos/4577921/Plan unique/2023_id0237.mp4,2023_id0237.mp4,4577921,Plan unique,1.0,1.0,https://sagafit.blob.core.windows.net/sagathumbnails/4577921/Plan%20unique/images/947117333.png?sv=2020-08-04&sr=b&sp=r&st=2025-03-26T23%3A13%3A14Z&se=2035-03-26T22%3A13%3A14Z&spr=https&sig=WPAPCbiNvoAWheJ6hUd2nBRWmpJ/IDNUbg1vcf6P8D8=
